wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
15,1,0,12,69,39,0,12,12,0.932539683,614,1.0,1,0.0,0.342857143,0,0,38.73333333,10,2.7333,1
2,3,0,3,8,1,0,3,2,2.0,28,0.0,0,0.967741935,0.75,0,0,13.0,2,1.0,0
5,1,0,69,10,8,69,0,3,0.3125,69,0.75,1,0.0,0.583333333,0,0,12.0,3,0.6,0
2,2,0,6,14,1,1,5,2,2.0,44,0.0,0,0.958333333,1.0,0,0,21.0,1,0.5,0
4,1,0,2,7,6,1,1,4,2.0,20,0.0,0,0.0,0.875,0,0,4.0,1,0.75,0
1,5,0,1,2,0,0,1,1,2.0,4,0.0,0,1.0,1.0,0,0,3.0,0,0.0,0
5,1,1,3,15,0,2,1,4,0.5,137,1.0,0,0.0,0.9,0,0,25.2,4,1.8,0
4,1,0,4,5,0,3,1,4,0.333333333,24,1.0,0,0.0,0.875,0,0,4.75,1,0.75,0
24,1,0,31,85,218,12,20,18,0.776811594,708,0.933333333,6,0.0,0.138339921,0,0,27.875,7,1.75,1
41,3,2,52,102,560,26,26,38,0.796428571,698,1.0,1,0.434782609,0.076352068,1,3,15.85365854,5,1.6585,0
15,1,1,6,29,87,2,4,12,0.946428571,190,1.0,3,0.0,0.223214286,0,0,10.86666667,4,1.0667,0
11,3,0,14,37,19,1,13,9,0.75,317,1.0,1,0.787234043,0.327272727,1,1,27.27272727,21,3.0,0
11,1,0,15,26,31,14,2,7,0.892307692,361,0.615384615,1,0.0,0.3,0,0,30.63636364,5,2.1818,0
4,4,0,3,7,0,1,2,4,0.0,130,1.0,0,0.928571429,0.75,2,4,31.0,1,0.5,0
5,1,0,1,19,0,1,0,3,0.5,108,1.0,0,0.0,0.533333333,0,0,20.2,3,1.4,0
7,3,0,7,36,0,0,7,7,0.666666667,261,1.0,0,0.860465116,0.342857143,2,2,35.57142857,1,0.8571,0
2,5,0,1,7,0,1,0,2,0.0,20,1.0,0,0.928571429,0.75,0,0,8.5,1,0.5,1
5,4,0,11,46,10,0,11,1,2.0,587,0.0,0,0.952380952,0.6,4,6,116.4,18,5.8,0
7,1,0,1,11,7,1,0,7,0.333333333,98,0.0,0,0.0,0.714285714,0,0,12.57142857,7,1.4286,0
3,1,0,5,19,1,0,5,2,0.5,89,1.0,0,0.0,0.5,0,0,28.33333333,1,0.3333,0
6,3,0,5,14,1,0,5,6,0.7,75,1.0,0,0.880952381,0.555555556,0,0,10.83333333,1,0.8333,0
6,3,5,15,8,3,12,3,6,0.4,39,1.0,0,0.857142857,0.5,0,0,5.333333333,3,1.3333,0
3,5,1,6,14,3,5,2,3,2.0,52,0.0,0,0.96875,0.555555556,1,1,16.33333333,3,1.6667,0
21,3,0,8,73,74,0,8,17,0.886363636,669,0.727272727,2,0.649122807,0.232142857,1,1,30.33333333,3,1.0476,1
9,1,0,4,18,14,3,1,4,0.65625,88,1.0,0,0.0,0.518518519,0,0,8.333333333,1,0.8889,0
26,3,1,9,54,225,1,8,20,0.872727273,539,1.0,2,0.606557377,0.24,0,0,19.30769231,7,1.1923,0
4,3,0,5,16,0,0,5,4,0.333333333,95,1.0,0,0.914285714,0.75,0,0,22.25,1,0.75,0
21,1,0,2,35,38,2,0,17,0.631818182,617,0.818181818,0,0.0,0.293650794,0,0,27.85714286,3,0.8571,0
1,1,0,2,1,0,2,0,0,2.0,2064,0.0,0,0.0,0.0,0,0,2052.0,0,0.0,0
10,2,13,22,24,19,18,4,5,0.666666667,146,1.0,1,0.5,0.266666667,0,0,13.3,3,1.2,0
9,3,1,11,53,16,1,10,7,0.75,457,1.0,0,0.822222222,0.271604938,2,2,49.22222222,5,1.3333,1
2,1,0,4,2,1,3,2,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
2,1,0,2,2,1,1,1,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
11,1,0,3,26,53,3,0,9,0.9,725,1.0,1,0.0,0.26,0,0,64.81818182,47,8.4545,0
2,1,0,5,30,0,0,5,0,0.0,186,1.0,2,0.0,0.6,0,0,90.5,10,5.0,0
23,2,0,5,68,181,2,3,17,0.806818182,462,0.875,0,0.547619048,0.140909091,0,0,18.73913043,5,1.4783,0
8,3,0,9,31,0,4,5,6,0.428571429,181,1.0,0,0.833333333,0.3125,1,1,21.375,5,2.0,0
30,3,0,12,77,365,2,10,22,0.896551724,717,1.0,3,0.578125,0.204166667,0,0,22.56666667,7,1.4667,0
14,1,0,5,14,91,5,0,14,2.0,14,0.0,0,0.0,0.271428571,0,0,0.0,1,1.0,0
22,4,0,9,92,129,2,9,16,0.84981685,837,1.0,3,0.787878788,0.309090909,2,2,36.45454545,5,1.2273,1
8,1,0,1,40,18,1,0,7,0.666666667,464,1.0,0,0.0,0.346938776,0,0,56.625,11,3.875,0
4,1,1,5,11,6,2,3,3,2.0,62,0.0,0,0.0,0.5,0,0,14.5,1,0.75,0
6,3,0,8,19,0,0,8,6,0.533333333,88,1.0,0,0.880952381,0.833333333,0,0,13.16666667,1,0.8333,1
13,1,0,14,23,68,12,2,12,0.697916667,308,1.0,0,0.0,0.708333333,0,0,22.07692308,36,3.4615,0
2,3,0,3,7,1,1,3,2,2.0,23,0.0,0,0.96969697,1.0,0,0,10.5,1,0.5,0
3,2,0,7,19,3,1,6,2,1.0,93,0.0,0,0.866666667,0.5,0,0,29.66666667,1,0.6667,0
5,1,1,5,7,6,5,0,5,0.75,32,1.0,0,0.0,0.7,0,0,5.0,1,0.8,0
7,1,0,3,22,0,3,1,6,0.555555556,111,1.0,0,0.0,0.476190476,0,0,14.42857143,4,1.4286,0
2,4,0,1,5,1,0,1,2,2.0,10,0.0,0,0.985507246,0.75,1,1,4.0,1,0.5,0
16,3,0,13,48,58,1,13,12,0.786666667,480,1.0,2,0.711538462,0.25,2,2,28.375,4,1.4375,0
10,3,0,9,33,3,0,9,8,0.722222222,145,1.0,1,0.804347826,0.4,2,4,13.1,2,1.3,0
7,2,2,9,15,1,8,1,4,0.583333333,92,1.0,1,0.454545455,0.464285714,1,1,11.57142857,1,0.8571,0
2,2,0,9,20,1,1,8,2,2.0,132,0.0,0,0.958333333,1.0,1,1,65.0,1,0.5,0
0,1,0,4,0,0,2,2,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
7,1,0,2,8,0,2,0,7,0.0,147,1.0,0,0.0,0.342857143,1,1,19.85714286,4,1.0,0
4,1,0,6,4,6,3,4,4,2.0,4,0.0,0,0.0,0.625,0,0,0.0,1,1.0,0
1,1,0,13,1,0,13,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
4,2,0,4,12,0,1,3,4,0.333333333,70,1.0,0,0.75,0.5,0,0,16.0,1,0.75,0
4,2,0,6,8,6,2,5,4,2.0,26,0.0,0,0.896551724,0.5,0,0,5.5,1,0.75,0
6,3,0,21,33,15,1,21,2,2.0,176,0.0,0,0.8,0.5,2,2,28.33333333,1,0.6667,0
2,3,0,3,7,1,0,3,1,2.0,24,0.0,0,0.833333333,0.666666667,1,1,11.0,1,0.5,0
26,1,1,10,47,0,5,5,24,0.08,236,1.0,1,0.0,0.258241758,0,0,8.038461538,2,1.0,0
4,3,0,4,19,6,1,4,3,2.0,62,0.0,0,0.888888889,0.375,1,1,14.5,1,0.5,0
8,3,0,6,13,14,2,6,8,0.666666667,70,1.0,0,0.909090909,0.35,1,1,7.375,1,0.875,0
13,2,0,18,112,76,3,17,1,0.875,1000,1.0,1,0.4,0.272727273,1,1,75.76923077,10,5.2308,0
13,1,0,66,13,78,66,1,13,2.0,13,0.0,0,0.0,0.369230769,0,0,0.0,1,1.0,1
2,1,0,4,3,0,2,2,2,0.0,12,1.0,1,0.0,0.75,0,0,4.5,1,0.5,0
6,3,0,13,18,13,1,13,4,0.8,76,1.0,0,0.8,0.333333333,1,1,11.5,1,0.6667,0
25,2,0,18,45,252,8,14,20,0.675,273,1.0,3,0.233333333,0.24,1,1,9.72,5,1.12,0
2,5,0,2,6,0,1,1,2,1.0,22,1.0,0,0.944444444,0.666666667,0,0,9.0,1,0.5,0
7,2,0,7,25,0,1,6,5,0.166666667,153,1.0,1,0.538461538,0.357142857,1,1,20.57142857,4,1.2857,0
3,5,0,2,6,3,1,1,3,2.0,16,0.0,0,1.0,0.777777778,0,0,4.333333333,0,0.0,0
6,1,0,2,25,5,2,0,5,0.7,166,1.0,0,0.0,0.5,0,0,25.66666667,1,0.5,0
19,2,0,20,31,133,6,18,18,0.644444444,170,1.0,2,0.4375,0.163157895,1,1,7.684210526,2,1.0,0
7,2,0,11,21,17,6,5,6,0.666666667,90,1.0,0,0.375,0.375,0,0,11.57142857,2,1.0,0
3,1,0,9,8,1,4,5,3,0.0,26,1.0,1,0.0,0.5,0,0,7.333333333,1,0.3333,0
0,1,0,27,0,0,26,1,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
2,2,0,6,4,0,1,6,2,0.0,16,1.0,1,0.961538462,0.666666667,0,0,6.5,1,0.5,0
12,3,0,8,19,60,1,8,9,0.363636364,101,1.0,0,0.52173913,0.354166667,1,1,7.333333333,3,1.1667,0
2,6,0,2,7,0,1,1,2,0.0,25,1.0,0,0.944444444,0.666666667,0,0,11.0,1,0.5,0
14,3,0,6,29,35,1,6,13,0.153846154,132,1.0,0,0.636363636,0.339285714,2,8,8.357142857,2,1.1429,0
0,1,0,1,0,0,1,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
11,2,9,15,23,49,10,5,9,0.6,87,1.0,0,0.523809524,0.327272727,1,1,6.818181818,2,1.0909,0
13,3,0,14,33,68,9,7,11,0.854166667,121,1.0,1,0.45,0.283333333,0,0,8.0,2,1.0,0
3,3,0,5,8,3,1,5,2,2.0,28,0.0,0,0.941176471,0.5,1,1,8.333333333,1,0.3333,0
13,3,0,8,29,36,1,8,11,0.5,158,1.0,0,0.65625,0.326923077,2,7,11.07692308,4,1.3077,0
4,1,0,5,5,0,5,0,4,0.666666667,28,1.0,0,0.0,0.4375,0,0,5.25,1,0.75,0
12,3,0,11,27,44,1,10,8,0.727272727,124,1.0,2,0.571428571,0.233766234,1,1,9.0,3,0.9167,0
3,1,0,4,6,0,2,2,2,0.5,33,1.0,1,0.0,0.666666667,0,0,9.0,2,1.0,0
16,2,0,8,19,114,4,6,12,0.8,90,1.0,1,0.65,0.2875,1,3,4.5625,1,0.875,0
7,2,2,3,8,9,2,1,7,0.666666667,40,1.0,0,0.333333333,0.642857143,0,0,4.428571429,2,1.1429,0
8,1,3,11,12,14,10,1,7,0.714285714,56,1.0,1,0.0,0.5,0,0,5.625,1,0.875,0
1,1,0,5,1,0,4,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,1,0,5,8,3,1,4,3,2.0,23,0.0,0,0.0,0.5,0,0,6.666666667,1,0.6667,0
2,1,0,1,2,1,1,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,4,0,4,9,0,1,4,3,0.5,33,1.0,2,0.894736842,0.555555556,0,0,9.333333333,1,0.6667,0
2,3,0,4,5,0,1,4,2,0.0,20,1.0,1,0.985915493,0.666666667,1,1,8.5,1,0.5,0
5,3,0,4,10,2,1,3,5,0.625,40,1.0,0,0.902439024,0.466666667,1,1,6.6,2,1.0,0
4,3,0,11,23,0,1,11,1,0.5,75,1.0,1,0.833333333,0.4375,1,1,17.25,1,0.75,0
4,1,0,4,10,0,1,3,4,0.0,35,1.0,0,0.0,0.583333333,0,0,7.5,1,0.75,0
15,2,0,16,21,89,3,16,15,0.785714286,105,1.0,2,0.5,0.183333333,1,2,5.733333333,2,1.0,0
7,3,0,5,24,3,0,5,5,0.5,141,1.0,2,0.5,0.267857143,2,2,18.57142857,3,1.2857,0
4,3,0,6,6,0,1,6,2,0.5,30,1.0,2,0.95890411,0.45,1,1,6.0,1,0.75,0
15,3,0,14,46,93,1,14,8,0.821428571,217,1.0,0,0.571428571,0.261904762,2,2,13.2,2,0.8667,0
2,1,0,2,11,1,1,1,2,2.0,54,0.0,0,0.0,0.666666667,0,0,26.0,6,3.0,0
1,1,0,1,1,0,1,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
49,3,1,13,97,1170,2,12,46,0.715277778,378,0.333333333,1,0.258064516,0.121088435,1,1,6.653061224,2,0.9592,0
9,2,0,6,15,8,0,6,9,0.666666667,87,0.0,2,0.578947368,0.333333333,0,0,8.333333333,1,0.8889,0
9,2,14,22,19,16,15,7,6,0.708333333,77,1.0,3,0.466666667,0.288888889,1,1,7.222222222,2,1.0,0
5,3,0,8,31,2,1,8,3,0.5,122,1.0,1,0.8,0.4,0,0,23.0,3,1.2,1
2,5,0,4,7,0,2,2,2,0.0,25,1.0,1,0.944444444,0.666666667,0,0,11.0,1,0.5,0
3,5,0,4,8,0,1,3,3,0.5,32,1.0,2,0.894736842,0.555555556,0,0,9.0,1,0.6667,0
2,1,0,2,19,1,1,1,2,2.0,121,0.0,0,0.0,0.666666667,0,0,59.5,13,6.5,0
10,2,0,15,28,31,3,15,7,0.814814815,97,0.666666667,0,0.636363636,0.222222222,1,1,8.4,1,0.8,0
7,2,0,8,16,0,3,5,5,0.333333333,67,1.0,2,0.538461538,0.357142857,1,1,8.285714286,1,0.8571,0
16,2,1,13,36,78,1,12,10,0.75,188,1.0,1,0.333333333,0.2375,1,1,10.5,3,1.0625,0
10,0,0,12,17,21,0,12,9,0.666666667,80,1.0,1,0.0,0.333333333,0,0,6.7,1,0.8,0
10,3,0,16,22,43,2,14,8,0.333333333,93,1.0,0,0.826086957,0.4,1,1,8.2,1,0.8,0
3,1,0,5,3,3,4,1,3,2.0,3,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,0
4,1,4,6,11,6,4,2,3,2.0,36,0.0,0,0.0,0.5625,0,0,8.0,2,1.0,0
2,2,0,3,6,1,0,3,2,2.0,14,0.0,0,0.833333333,0.666666667,0,0,6.0,1,0.5,0
10,3,0,4,14,33,1,4,10,0.222222222,58,1.0,0,0.724137931,0.6,2,5,4.7,1,0.8,0
1,5,0,2,2,0,1,1,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
13,0,0,16,43,74,2,15,9,0.861111111,223,1.0,2,0.0,0.21978022,0,0,15.92307692,2,1.1538,0
12,1,0,4,15,46,0,4,11,0.795454545,73,1.0,2,0.0,0.266666667,0,0,4.75,1,0.9167,0
9,1,0,5,16,36,2,3,9,2.0,69,0.0,0,0.0,0.194444444,0,0,6.666666667,1,0.8889,0
4,1,2,4,8,0,2,2,4,0.0,28,1.0,0,0.0,0.75,0,0,5.75,1,0.75,0
17,1,0,84,17,136,80,7,17,2.0,17,0.0,0,0.0,0.222222222,0,0,0.0,1,1.0,1
1,1,0,0,2,0,0,0,1,2.0,22,0.0,0,0.0,1.0,0,0,3.0,0,0.0,0
3,2,0,7,6,0,4,4,3,0.0,24,1.0,0,0.928571429,0.666666667,0,0,6.666666667,1,0.6667,0
11,1,0,16,45,33,3,14,5,0.72,302,1.0,2,0.0,0.3,0,0,26.0,5,2.0909,0
5,0,0,8,20,0,2,6,3,0.0,72,1.0,0,0.0,0.5,0,0,13.2,1,0.8,0
6,1,0,5,26,1,1,4,5,1.0,145,0.375,1,0.0,0.36,0,0,21.83333333,10,2.1667,0
11,1,0,6,29,17,1,6,8,0.633333333,160,1.0,1,0.0,0.303030303,0,0,13.27272727,5,1.3636,0
15,1,0,1,18,95,1,0,12,0.285714286,106,1.0,0,0.0,0.377777778,0,0,5.933333333,1,0.9333,0
4,1,3,3,11,0,3,0,4,0.333333333,31,1.0,0,0.0,0.625,0,0,6.5,1,0.75,0
2,5,0,2,7,0,1,1,2,0.0,25,1.0,0,0.944444444,0.666666667,0,0,11.0,1,0.5,0
82,1,1,22,143,2897,4,18,77,0.954938272,935,1.0,1,0.0,0.114446529,0,0,9.914634146,26,1.4512,0
10,3,0,11,17,33,3,11,9,0.555555556,79,1.0,0,0.666666667,0.266666667,1,1,6.7,3,1.1,1
5,2,0,7,14,2,3,7,3,0.625,112,1.0,3,0.692307692,0.533333333,0,0,20.6,1,0.8,0
9,1,0,7,12,0,1,6,9,0.25,87,1.0,1,0.0,0.416666667,0,0,8.444444444,1,0.6667,0
6,1,0,8,12,15,1,7,6,2.0,37,0.0,0,0.0,0.5,0,0,5.166666667,1,0.8333,0
3,1,0,2,3,3,2,0,3,2.0,3,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,3,0,4,17,8,0,4,5,0.25,98,1.0,0,0.902439024,0.45,0,0,18.4,4,1.8,0
13,1,1,7,24,66,2,5,11,0.770833333,113,1.0,2,0.0,0.3,0,0,7.384615385,3,1.1538,1
5,3,0,15,27,0,2,15,2,0.583333333,105,1.0,1,0.8,0.5,1,1,19.4,3,1.0,0
7,2,0,1,17,0,1,0,7,0.25,83,1.0,0,0.692307692,0.714285714,0,0,10.57142857,1,0.5714,0
34,2,0,18,72,475,6,17,28,0.848484848,600,1.0,0,0.304347826,0.123376623,1,1,16.38235294,2,1.1471,0
5,1,0,6,27,0,2,5,4,0.5,153,1.0,1,0.0,0.44,0,0,29.2,5,1.8,0
11,1,0,14,51,23,1,13,7,0.75,413,1.0,1,0.0,0.42,0,0,36.0,15,3.0,0
1,1,0,4,1,0,4,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
2,1,0,7,11,0,1,6,2,0.0,60,1.0,1,0.0,0.6,0,0,28.0,1,0.5,0
4,3,0,12,16,0,2,12,1,0.555555556,59,1.0,1,0.833333333,0.4,1,1,13.0,1,0.75,0
8,2,0,12,15,18,2,12,6,0.714285714,56,1.0,2,0.666666667,0.291666667,1,1,5.75,1,0.875,0
5,1,0,1,16,4,0,1,5,0.0,62,1.0,0,0.0,0.6,0,0,11.2,2,1.0,0
4,1,0,5,15,0,1,5,4,0.555555556,68,1.0,2,0.0,0.5,0,0,15.25,1,0.75,0
14,1,0,6,18,61,2,5,14,0.830769231,81,1.0,5,0.0,0.297619048,0,0,4.428571429,1,0.9286,0
28,1,11,23,50,346,16,7,22,0.888888889,258,1.0,5,0.0,0.155555556,0,0,7.928571429,3,1.25,1
3,1,0,4,9,1,1,3,3,0.0,47,1.0,0,0.0,0.5,0,0,14.33333333,2,1.0,0
4,4,12,33,8,6,33,0,4,1.333333333,21,1.0,0,1.0,0.666666667,0,0,4.0,0,0.0,0
15,3,2,8,30,79,2,6,11,0.816326531,146,1.0,0,0.555555556,0.205357143,1,1,8.266666667,1,0.8,0
6,2,0,5,17,0,1,4,4,0.0,80,1.0,0,0.583333333,0.444444444,1,1,12.16666667,3,1.1667,0
1,4,2,3,2,0,3,0,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
1,1,0,3,1,0,2,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
1,2,0,6,4,0,3,4,1,2.0,11,0.0,0,1.0,1.0,0,0,10.0,0,0.0,0
19,2,0,10,23,165,6,6,15,0.833333333,105,1.0,1,0.604651163,0.273684211,1,3,4.473684211,1,0.8947,0
1,1,0,17,1,0,17,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
25,1,0,11,63,230,0,11,22,0.65,316,1.0,2,0.0,0.13,0,0,11.44,3,1.04,1
5,2,0,5,13,0,0,5,4,0.0,63,1.0,1,0.636363636,0.45,1,1,11.4,1,0.8,0
2,1,0,1,7,1,1,0,2,2.0,37,0.0,0,0.0,0.5,0,0,17.5,3,1.5,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,2,0,5,19,0,1,5,3,0.583333333,78,1.0,2,0.636363636,0.466666667,1,1,14.0,2,1.0,0
1,1,0,12,1,0,11,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
3,1,0,7,15,1,1,6,2,0.5,62,1.0,1,0.0,0.666666667,0,0,19.33333333,3,1.0,0
7,1,0,14,14,19,6,8,6,0.966666667,63,0.4,2,0.0,0.3,0,0,7.285714286,2,1.1429,0
10,1,0,4,32,41,2,2,8,0.555555556,217,1.0,0,0.0,0.55,0,0,20.5,1,0.8,0
1,1,0,126,1,0,125,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,1
17,2,0,9,56,84,4,8,11,0.739583333,304,1.0,0,0.318181818,0.25,1,1,16.52941176,4,1.4118,0
19,2,0,8,25,163,5,5,15,0.916666667,124,1.0,1,0.604651163,0.273684211,1,2,5.421052632,1,0.8947,0
3,1,0,5,12,0,1,4,3,0.25,54,1.0,1,0.0,0.466666667,0,0,16.33333333,2,1.0,0
3,1,0,1,5,3,0,1,3,2.0,13,0.0,0,0.0,0.555555556,0,0,3.333333333,1,0.6667,0
3,5,0,2,6,3,1,1,3,2.0,16,0.0,0,1.0,0.777777778,0,0,4.333333333,0,0.0,0
1,1,0,6,1,0,4,2,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,3,1,6,10,3,2,5,5,0.4,33,1.0,1,0.761904762,0.366666667,1,1,4.333333333,1,0.8333,0
2,2,0,4,12,1,2,2,2,2.0,31,0.0,0,0.964285714,0.75,0,0,14.5,1,0.5,0
2,3,0,3,4,0,1,3,2,0.0,16,1.0,0,0.985915493,0.666666667,1,1,6.5,1,0.5,0
11,2,16,26,22,37,18,9,7,0.733333333,115,1.0,1,0.4375,0.309090909,1,1,9.181818182,2,0.9091,0
10,1,2,9,18,9,4,7,10,0.666666667,86,1.0,3,0.0,0.285714286,0,0,7.3,3,1.2,0
2,3,0,3,4,0,1,3,2,0.0,16,1.0,0,0.985915493,0.666666667,1,1,6.5,1,0.5,0
10,4,0,9,41,17,1,9,3,0.666666667,218,1.0,1,0.771428571,0.296296296,2,4,20.5,3,1.1,0
7,1,0,7,27,9,0,7,4,0.75,110,1.0,0,0.0,0.4,0,0,14.42857143,2,0.8571,0
1,1,0,4,1,0,3,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
6,3,0,6,17,9,1,6,3,0.6,88,1.0,0,0.8,0.366666667,1,1,13.5,3,1.1667,0
3,3,0,4,6,3,1,4,2,2.0,16,0.0,0,0.941176471,0.5,1,1,4.333333333,1,0.3333,0
15,1,0,4,59,105,4,1,13,2.0,518,0.0,0,0.0,0.28,0,0,33.53333333,5,1.5333,0
6,3,1,6,10,0,2,5,6,0.0,46,1.0,1,0.933333333,0.555555556,1,1,6.5,1,0.8333,0
6,1,0,9,27,15,7,3,3,2.0,91,0.0,0,0.0,0.444444444,0,0,14.16666667,2,1.1667,0
5,2,0,9,21,0,1,8,3,0.25,84,1.0,2,0.636363636,0.4,1,1,15.4,1,0.8,0
3,5,0,2,6,3,1,1,3,1.5,17,1.0,0,1.0,0.777777778,0,0,4.333333333,0,0.0,0
7,1,0,5,11,7,2,4,5,0.722222222,54,1.0,1,0.0,0.285714286,0,0,6.285714286,1,0.8571,0
6,1,0,0,13,15,0,0,6,2.0,53,0.0,0,0.0,0.25,0,0,7.833333333,2,1.1667,0
1,4,2,3,2,0,3,0,1,2.0,7,1.0,0,1.0,1.0,0,0,5.0,0,0.0,0
3,5,0,4,10,0,1,3,3,0.5,34,1.0,1,0.894736842,0.555555556,0,0,9.666666667,1,0.6667,0
9,1,2,9,24,30,4,7,7,0.625,97,1.0,0,0.0,0.26984127,0,0,9.666666667,2,1.0,0
4,3,0,9,8,2,2,9,2,0.777777778,33,1.0,1,0.857142857,0.4,0,0,6.5,1,0.5,0
13,3,0,5,27,36,1,5,11,0.5,129,1.0,0,0.65625,0.326923077,2,7,8.846153846,3,1.3077,0
8,2,0,5,19,22,1,4,6,0.571428571,70,1.0,0,0.91954023,0.416666667,1,1,7.625,2,1.0,0
2,1,0,5,2,1,4,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
32,1,0,10,65,386,1,9,29,0.82078853,382,1.0,2,0.0,0.165625,0,0,10.65625,4,1.1875,0
7,1,0,11,38,21,4,9,3,2.0,167,0.0,0,0.0,0.3,0,0,22.85714286,3,1.4286,0
39,1,0,5,97,729,2,3,38,0.9,611,0.6,0,0.0,0.121052632,0,0,14.53846154,2,1.0,0
2,5,0,3,6,0,2,1,2,1.0,21,1.0,0,0.944444444,0.75,0,0,8.5,1,0.5,0
4,3,0,1,5,4,0,1,3,0.666666667,16,1.0,1,0.948717949,0.666666667,1,1,2.75,1,0.5,0
4,1,0,8,18,6,5,4,3,2.0,62,0.0,0,0.0,0.458333333,0,0,14.5,3,1.25,0
5,0,0,12,18,0,2,10,2,0.55,87,1.0,3,0.0,0.5,0,0,15.4,1,0.4,0
0,1,0,1,0,0,1,0,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
2,1,0,3,3,1,1,2,2,2.0,7,0.0,0,0.0,0.666666667,0,0,2.5,1,0.5,0
8,1,0,4,16,28,0,4,8,2.0,40,0.0,0,0.0,0.166666667,0,0,4.0,1,0.875,0
6,3,0,6,16,0,2,6,6,0.6,86,1.0,2,0.933333333,0.444444444,1,1,12.83333333,1,0.8333,0
9,1,0,1,26,36,1,0,9,2.0,81,0.0,0,0.0,0.111111111,0,0,8.0,1,0.8889,1
19,1,0,27,55,121,4,27,8,0.763888889,299,1.0,2,0.0,0.191919192,0,0,14.52631579,5,1.5263,0
2,1,0,9,2,1,9,0,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
5,2,0,8,13,0,3,5,4,0.0,64,1.0,1,0.636363636,0.45,1,1,11.6,1,0.8,0
12,3,0,16,28,52,6,15,12,0.681818182,136,1.0,2,0.620689655,0.194444444,1,1,10.16666667,2,1.0,0
13,2,0,10,34,26,1,9,9,0.555555556,209,1.0,2,0.388888889,0.307692308,1,1,14.84615385,8,1.3846,0
7,1,0,9,35,21,6,4,4,2.0,161,0.0,0,0.0,0.317460317,0,0,22.0,6,1.5714,0
14,3,0,8,23,35,3,7,13,0.153846154,98,1.0,0,0.636363636,0.339285714,2,8,5.928571429,2,0.9286,0
6,2,0,12,21,5,2,10,3,0.6,70,1.0,2,0.583333333,0.416666667,1,1,10.33333333,1,0.8333,0
13,0,0,16,29,52,4,13,4,0.854166667,120,1.0,1,0.0,0.202380952,0,0,7.923076923,2,1.0,0
7,1,0,12,62,5,1,11,2,0.75,359,0.75,1,0.0,0.361111111,0,0,49.71428571,13,2.5714,0
5,4,3,5,9,8,4,1,1,0.75,44,1.0,0,0.85,0.4,3,3,7.6,4,1.4,0
11,1,0,13,24,39,5,12,11,0.8,101,1.0,4,0.0,0.272727273,0,0,7.818181818,1,0.9091,0
0,1,0,0,0,0,0,0,0,2.0,3,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
1,1,0,0,1,0,0,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
0,1,0,3,0,0,2,1,0,2.0,0,0.0,0,0.0,0.0,0,0,0.0,0,0.0,0
9,1,7,11,17,24,7,4,5,0.375,118,1.0,2,0.0,0.444444444,0,0,11.88888889,2,1.0,0
1,1,0,1,1,0,1,0,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
9,3,0,8,20,24,2,6,8,0.5,95,1.0,0,0.666666667,0.291666667,1,1,9.444444444,1,0.8889,0
9,4,0,4,14,36,0,4,8,2.0,50,0.0,0,0.911764706,0.305555556,1,2,4.555555556,1,0.6667,0
3,1,0,3,8,0,1,2,3,0.5,29,0.0,0,0.0,0.666666667,0,0,8.0,1,0.6667,0
